Ride ID,Request Time,Customer ID,Pickup Location,Drop Location,Ride Type,Estimated Fare,Actual Fare,Distance (km),Estimated Time (mins),Actual Time (mins),Traffic Condition,Driver ID,Vehicle Type,Driver Rating,Payment Method,Payment Status,Ride Status,Customer Rating
6d9a7f7c,57:27.9,CUST2711,Pune,Delhi,Car,343.99,317.9226358,5.98,5,2,Low,DRV930,Sedan,3.2,Credit Card,Success,No-show,3
05da7087,11:27.9,CUST4935,Mumbai,Kolkata,Auto,287.11,361.8256817,20.96,20,15,High,DRV742,Sedan,3.5,UPI,Success,Cancelled,3
1864cb13,26:27.9,CUST1962,Kolkata,Mumbai,Car,1180.35,1257.660774,16.95,32,34,Low,DRV620,SUV,3.5,Wallet,Pending,No-show,3
084f7b02,48:27.9,CUST3001,Chennai,Bangalore,Bike,809.03,855.4244024,19.27,13,19,High,DRV743,Bike,4.7,Cash on Delivery,Failed,Cancelled,3
a46b7d75,58:27.9,CUST3035,Hyderabad,Delhi,Bike,991.75,1028.022819,6.17,35,37,High,DRV471,Bike,4.3,Credit Card,Pending,Completed,3.5
65f76853,50:27.9,CUST3208,Pune,Chennai,Auto,97.2,71.38088711,3.26,19,17,Medium,DRV826,Sedan,3.5,Cash on Delivery,Success,Completed,3.1
86f542b3,59:27.9,CUST5440,Pune,Ahmedabad,Auto,1283.3,1298.735741,6.5,36,40,Medium,DRV247,SUV,3.2,Cash on Delivery,Success,Completed,3.5
e9f96b4c,18:27.9,CUST7967,Hyderabad,Chennai,Car,1306.75,1344.01575,19.72,8,11,Low,DRV851,SUV,3.7,Wallet,Success,Completed,4.9
70631266,00:27.9,CUST2252,Delhi,Ahmedabad,Car,459.39,522.2071098,18.4,20,26,Medium,DRV665,SUV,4.2,Credit Card,Success,Completed,2.4
3001918a,15:27.9,CUST6004,Pune,Kolkata,Bike,506.95,518.4320296,13.52,38,42,High,DRV932,Bike,4.2,UPI,Failed,No-show,3
ea041603,49:27.9,CUST3797,Kolkata,Delhi,Car,567.82,548.5948307,11.86,39,36,Medium,DRV935,Electric,4,Cash on Delivery,Failed,Completed,1.9
89fe402b,22:27.9,CUST2303,Delhi,Bangalore,Car,1390.15,1371.255677,24.16,12,18,High,DRV730,SUV,3.6,Cash on Delivery,Success,No-show,3
f8974778,19:27.9,CUST5684,Kolkata,Bangalore,Car,819.05,890.7864111,15.74,17,14,High,DRV390,Bike,4.1,Cash on Delivery,Pending,No-show,3
31f40904,35:27.9,CUST1856,Hyderabad,Kolkata,Bike,722.86,759.5325706,12.14,33,34,Low,DRV109,Bike,3.1,Wallet,Failed,Completed,3.7
77fb87a7,36:27.9,CUST4946,Hyderabad,Mumbai,Auto,769.09,762.8698057,4,30,30,Low,DRV739,SUV,3.5,UPI,Success,Cancelled,3
2376fd83,20:27.9,CUST6092,Kolkata,Mumbai,Car,1146.5,1142.525957,9.73,22,26,High,DRV801,Sedan,4.2,Wallet,Failed,Completed,2.8
82ef4897,59:27.9,CUST7671,Hyderabad,Kolkata,Car,1027.46,1021.827498,9.25,43,43,High,DRV739,Sedan,3.3,Debit Card,Pending,Cancelled,3
032ff678,18:27.9,CUST8763,Hyderabad,Bangalore,Auto,1234.13,1235.596152,20.63,6,2,Low,DRV200,Hatchback,3,Wallet,Pending,Cancelled,3
0f198d3d,00:27.9,CUST3079,Kolkata,Hyderabad,Car,410.43,489.4011393,12.28,43,41,Medium,DRV421,Electric,3.8,Cash on Delivery,Success,Cancelled,3
2a9cde82,11:27.9,CUST5636,Pune,Hyderabad,Auto,940.43,916.9502598,15.33,24,26,Low,DRV337,Sedan,3.4,Wallet,Success,No-show,3
7c4165cc,19:27.9,CUST1877,Pune,Delhi,Car,979.83,972.8474175,14.93,28,25,High,DRV490,Hatchback,3.5,Wallet,Success,Completed,4.8
b4aed853,33:27.9,CUST2425,Hyderabad,Bangalore,Car,294.09,336.6968097,12.9,20,19,Low,DRV345,Electric,4.6,Credit Card,Failed,No-show,3
dc5bb4de,27:27.9,CUST7441,Chennai,Ahmedabad,Auto,808.23,804.1834648,5.06,11,19,Medium,DRV241,Sedan,4.5,Credit Card,Failed,Cancelled,3
1bb5aab1,50:27.9,CUST9859,Hyderabad,Mumbai,Car,1321.36,1311.935005,12.91,40,36,High,DRV792,Sedan,4.6,Cash on Delivery,Success,Completed,2.4
57ff626e,55:27.9,CUST3021,Kolkata,Chennai,Bike,967.65,990.0643726,14.43,32,29,High,DRV720,Bike,3.7,UPI,Pending,Completed,2.2
cc06ba10,51:27.9,CUST5792,Mumbai,Hyderabad,Car,834.06,810.2619385,15.24,31,41,High,DRV204,Bike,3.3,Wallet,Pending,Cancelled,3
ec88818b,39:27.9,CUST4806,Bangalore,Hyderabad,Auto,583.82,557.5966985,2.06,24,27,High,DRV708,SUV,3.5,Cash on Delivery,Pending,Cancelled,3
8db709fb,55:27.9,CUST4307,Kolkata,Ahmedabad,Car,1494.42,1488.230829,21.52,41,45,High,DRV559,Sedan,3.2,Credit Card,Pending,Completed,2.5
e47c951c,51:27.9,CUST1507,Chennai,Bangalore,Auto,480.93,501.9114869,5.81,35,35,Low,DRV155,SUV,3.4,Cash on Delivery,Failed,Completed,1.1
4da790a9,45:27.9,CUST4776,Mumbai,Delhi,Bike,223.11,263.3045915,3.37,37,45,High,DRV451,Bike,3.9,Wallet,Failed,Completed,3.5
5e8409e4,39:27.9,CUST6808,Chennai,Delhi,Auto,806.6,861.9602422,4.95,19,28,Medium,DRV282,Bike,4.7,Cash on Delivery,Failed,Cancelled,3
cba5ade5,22:27.9,CUST7352,Bangalore,Chennai,Car,713.05,785.0618645,18.46,43,53,Low,DRV777,SUV,3.1,UPI,Pending,Completed,1.6
115abc2b,04:27.9,CUST9823,Bangalore,Kolkata,Car,1011.82,994.9969042,8.75,18,23,Medium,DRV614,Electric,3.3,Debit Card,Pending,Cancelled,3
59b9f2f1,13:27.9,CUST9430,Hyderabad,Ahmedabad,Auto,775.61,761.4803454,2.25,40,49,Medium,DRV911,Sedan,3.9,Cash on Delivery,Success,Completed,4.1
e3424ebd,45:27.9,CUST3179,Mumbai,Bangalore,Car,1471.88,1522.672131,8.22,9,11,High,DRV748,Bike,3.6,UPI,Failed,Cancelled,3
c6230538,35:27.9,CUST5314,Pune,Chennai,Car,751.59,728.0192606,3.44,8,12,High,DRV755,Sedan,3,Credit Card,Success,No-show,3
e1f3779a,29:27.9,CUST2447,Mumbai,Kolkata,Bike,379.18,449.0751732,20.01,22,27,Medium,DRV296,Bike,4.5,Wallet,Pending,No-show,3
90b89bc2,32:27.9,CUST5577,Kolkata,Bangalore,Auto,718.22,736.0971806,6.75,26,29,Medium,DRV517,Bike,4.1,UPI,Failed,Completed,2.3
e1cd5002,01:27.9,CUST8703,Delhi,Bangalore,Car,442.03,513.3857754,13.09,28,34,Medium,DRV463,Hatchback,3.2,Wallet,Failed,Completed,3.8
84486675,41:27.9,CUST4154,Ahmedabad,Hyderabad,Car,1252.88,1278.874183,17.47,16,11,Medium,DRV925,Hatchback,4.8,Credit Card,Success,Completed,1.7
2b49c8c0,53:27.9,CUST2855,Kolkata,Bangalore,Auto,1088.67,1062.721221,7.11,42,45,Medium,DRV808,SUV,4.5,Credit Card,Pending,No-show,3
3c7ced53,40:27.9,CUST1450,Delhi,Bangalore,Auto,574.58,613.4967183,20.93,27,26,Medium,DRV971,Electric,4.3,UPI,Success,Cancelled,3
543ff780,36:27.9,CUST5122,Hyderabad,Bangalore,Car,854.79,909.4405297,9.76,40,48,Medium,DRV558,Bike,3.3,UPI,Pending,Cancelled,3
98b5f5c3,42:27.9,CUST6148,Mumbai,Hyderabad,Bike,1094.9,1070.246568,5.41,30,26,Medium,DRV854,Bike,3.6,Debit Card,Success,No-show,3
9cdb406c,30:27.9,CUST2037,Mumbai,Delhi,Car,1483.67,1505.720395,24.76,39,49,Low,DRV953,Sedan,3.9,Credit Card,Pending,No-show,3
508e1ba7,23:27.9,CUST8461,Kolkata,Bangalore,Car,249.84,314.2024257,12.72,16,23,Low,DRV918,Sedan,3.2,Debit Card,Success,Completed,2.6
516e404e,41:27.9,CUST5146,Ahmedabad,Bangalore,Bike,800.89,788.4668092,8.44,24,19,High,DRV848,Bike,3.1,Wallet,Success,No-show,3
fb66cdde,47:27.9,CUST4214,Hyderabad,Pune,Auto,1325.04,1346.113401,16.95,34,38,Medium,DRV853,Sedan,4.6,Wallet,Failed,Completed,3.7
8ee583f4,40:27.9,CUST7185,Mumbai,Pune,Car,129.03,121.4231984,12.62,18,14,High,DRV547,Electric,4.6,Cash on Delivery,Success,Cancelled,3
0009cf53,28:27.9,CUST5025,Pune,Kolkata,Car,87.63,96.11942902,18.19,23,22,High,DRV496,Bike,3.9,Wallet,Pending,Cancelled,3
bf792ee2,58:27.9,CUST3840,Bangalore,Pune,Auto,223.56,243.4276283,19.04,20,26,High,DRV147,SUV,3,Cash on Delivery,Failed,No-show,3
1be7bc22,21:27.9,CUST9522,Delhi,Pune,Auto,1043,1091.368311,24.15,25,28,Medium,DRV336,Hatchback,3.4,UPI,Failed,Completed,3.4
38953dc6,20:27.9,CUST8899,Mumbai,Chennai,Car,987.61,966.9977753,23.33,45,49,High,DRV876,Hatchback,4.9,Wallet,Success,Cancelled,3
da5736a4,41:27.9,CUST5214,Ahmedabad,Pune,Car,1191.1,1234.392339,13.4,25,33,Medium,DRV388,Hatchback,3.2,Credit Card,Failed,No-show,3
abda96a5,52:27.9,CUST9644,Delhi,Pune,Bike,940.79,953.907246,4.97,22,25,High,DRV254,Bike,4.1,Credit Card,Pending,Completed,4.4
4e18987e,49:27.9,CUST4704,Hyderabad,Ahmedabad,Auto,185.62,207.0155029,23.93,11,15,Medium,DRV400,Sedan,3.3,UPI,Failed,Cancelled,3
1d9270c7,27:27.9,CUST9209,Kolkata,Ahmedabad,Bike,1037.65,1022.991832,8.84,21,22,High,DRV243,Bike,4.6,Wallet,Failed,Cancelled,3
6702f414,50:27.9,CUST3711,Chennai,Pune,Car,827.07,882.6222224,3.79,6,16,Medium,DRV692,Electric,4.2,UPI,Failed,No-show,3
a9ff1c8d,09:27.9,CUST8593,Bangalore,Hyderabad,Car,550.01,536.4095781,23,39,46,Medium,DRV375,SUV,4.4,Wallet,Failed,Cancelled,3
097bedec,54:27.9,CUST4740,Ahmedabad,Pune,Car,1275.02,1291.842057,12.44,33,35,Low,DRV363,Electric,3.1,Debit Card,Failed,Completed,3
970f9e93,56:27.9,CUST6637,Kolkata,Bangalore,Car,764.54,783.4646494,11.41,24,23,Medium,DRV896,Electric,4.9,Debit Card,Pending,Cancelled,3
86d2ad2d,57:27.9,CUST8216,Delhi,Pune,Bike,840.49,811.9025608,19.02,28,34,Low,DRV623,Bike,4.5,Debit Card,Failed,Completed,4.4
22a122cd,22:27.9,CUST6768,Pune,Hyderabad,Auto,1222.57,1246.254639,7.11,44,48,Medium,DRV824,Hatchback,3.3,UPI,Pending,No-show,3
dad512c4,14:27.9,CUST7406,Bangalore,Kolkata,Car,681.37,659.8525623,23.73,16,21,High,DRV701,Electric,4.7,Debit Card,Failed,Cancelled,3
cafade5b,59:27.9,CUST5273,Mumbai,Ahmedabad,Bike,993.96,1041.416351,20.48,9,6,Medium,DRV727,Bike,4.7,Credit Card,Failed,Completed,2.5
4965ef52,18:27.9,CUST6107,Hyderabad,Bangalore,Car,340.63,323.0340184,14.92,41,38,High,DRV981,Electric,4.9,UPI,Pending,Cancelled,3
1ccdeb9c,12:27.9,CUST7286,Delhi,Hyderabad,Bike,319.72,354.7513922,18.89,8,14,Medium,DRV531,Bike,3.9,Credit Card,Success,No-show,3
ef5b56ce,15:27.9,CUST8197,Mumbai,Bangalore,Auto,1496.11,1505.989246,4.81,42,42,Low,DRV660,Bike,4.5,Credit Card,Pending,No-show,3
15679739,37:27.9,CUST8144,Mumbai,Ahmedabad,Car,971.9,947.9481699,20.95,41,43,Medium,DRV697,SUV,5,UPI,Failed,No-show,3
a6b1c9eb,57:27.9,CUST1578,Hyderabad,Bangalore,Auto,1063.85,1134.966836,3.41,9,7,Medium,DRV211,Electric,3.4,Debit Card,Success,Cancelled,3
722043c5,43:27.9,CUST9422,Pune,Mumbai,Auto,316.14,300.8814485,17.86,27,25,Low,DRV130,Electric,4.4,Debit Card,Success,Cancelled,3
45ddfd5b,13:27.9,CUST3540,Mumbai,Delhi,Auto,1223.71,1285.439566,24.25,9,15,High,DRV258,Bike,4.2,UPI,Failed,No-show,3
34d37cf8,38:27.9,CUST6940,Kolkata,Ahmedabad,Car,1301.98,1313.238528,21.14,7,7,High,DRV352,Sedan,4.7,Debit Card,Failed,Cancelled,3
dda404f1,58:27.9,CUST3092,Ahmedabad,Bangalore,Car,1369.44,1419.978255,15.26,26,34,Medium,DRV108,SUV,3.7,Cash on Delivery,Pending,No-show,3
08437b37,33:27.9,CUST7922,Chennai,Ahmedabad,Auto,776.32,789.4857785,16.03,36,39,Medium,DRV453,Bike,4.6,Debit Card,Failed,No-show,3
4a21028a,04:27.9,CUST9129,Delhi,Hyderabad,Car,1038.1,1035.163489,8.11,17,19,Low,DRV846,Hatchback,3,Cash on Delivery,Pending,Completed,3.1
4bde88de,33:27.9,CUST2768,Ahmedabad,Chennai,Auto,878.4,948.1433094,23.91,17,19,Low,DRV888,Sedan,3.6,Debit Card,Success,Cancelled,3
28675732,07:27.9,CUST6117,Bangalore,Ahmedabad,Auto,1254.61,1294.894141,15.91,18,14,Low,DRV618,Bike,4.9,UPI,Failed,Completed,4.5
0739b3b7,12:27.9,CUST4220,Ahmedabad,Mumbai,Auto,438.01,431.884075,24.14,11,8,High,DRV919,Hatchback,3.9,Wallet,Failed,No-show,3
66edd0bb,24:27.9,CUST7216,Pune,Delhi,Bike,557.22,603.0782512,14.27,9,9,Low,DRV465,Bike,4.5,Cash on Delivery,Pending,No-show,3
d3b0ef1c,59:27.9,CUST9816,Mumbai,Pune,Car,1276.32,1331.937808,22.6,19,27,Low,DRV996,Electric,3.8,Cash on Delivery,Pending,No-show,3
bff2268c,03:27.9,CUST4275,Kolkata,Ahmedabad,Auto,1075.02,1096.195148,14.83,29,31,Low,DRV198,Electric,4.4,UPI,Pending,Cancelled,3
fbc34171,05:27.9,CUST6184,Kolkata,Delhi,Car,1074.88,1097.52407,13.56,31,35,High,DRV142,Sedan,4.3,UPI,Pending,No-show,3
43acccc5,46:27.9,CUST6660,Ahmedabad,Pune,Auto,973.69,963.1739326,17.56,44,50,High,DRV159,Hatchback,4.8,Debit Card,Success,Completed,2.1
e97d9065,19:27.9,CUST8841,Ahmedabad,Pune,Bike,902.65,910.5211507,9.81,14,24,Medium,DRV857,Bike,5,Credit Card,Pending,No-show,3
bad397e8,58:27.9,CUST4931,Pune,Mumbai,Auto,1258.14,1299.521243,3.01,30,30,Medium,DRV847,Hatchback,4.6,Wallet,Failed,Completed,1.2
a79b1895,28:27.9,CUST6879,Delhi,Hyderabad,Auto,326.53,347.8978573,9.62,16,12,Low,DRV529,Electric,4.2,Credit Card,Pending,Cancelled,3
4d091766,23:27.9,CUST9541,Hyderabad,Kolkata,Auto,166.85,200.3702746,5.54,7,14,Low,DRV320,Electric,4.8,Debit Card,Pending,No-show,3
95a10721,51:27.9,CUST9481,Kolkata,Mumbai,Car,397.43,467.9875152,3.82,31,28,Medium,DRV284,SUV,3.9,UPI,Success,Cancelled,3
da0b0410,23:27.9,CUST4445,Chennai,Pune,Auto,1143.77,1144.248984,1.04,12,7,High,DRV883,Electric,3.7,UPI,Pending,Completed,4.7
694cf415,05:27.9,CUST1629,Hyderabad,Kolkata,Bike,1058.92,1120.074546,21.57,19,26,Low,DRV382,Bike,3.2,UPI,Success,No-show,3
b88f3265,53:27.9,CUST3237,Pune,Chennai,Auto,720.71,787.6596306,21.41,24,21,Medium,DRV392,Hatchback,4,Debit Card,Pending,Cancelled,3
ecda3681,56:27.9,CUST8672,Kolkata,Chennai,Car,1139.41,1188.894929,19.48,5,8,High,DRV128,SUV,3.5,Cash on Delivery,Success,No-show,3
02a07baa,20:27.9,CUST8245,Ahmedabad,Bangalore,Auto,523.41,505.9946399,23.93,13,17,Low,DRV410,Sedan,4.1,Debit Card,Pending,Completed,2.8
1573c1bf,27:27.9,CUST5123,Ahmedabad,Kolkata,Auto,992.41,997.8648978,11.9,19,21,High,DRV442,Bike,4,Debit Card,Pending,No-show,3
a35d7cbd,51:27.9,CUST7013,Ahmedabad,Delhi,Bike,939.97,958.3509466,5.99,25,23,High,DRV544,Bike,4.8,UPI,Success,No-show,3
abc3a2e8,33:27.9,CUST1564,Chennai,Kolkata,Bike,1312.33,1371.907339,1.52,30,25,Medium,DRV723,Bike,3.7,Cash on Delivery,Pending,Completed,3.8
0609c49e,54:27.9,CUST1758,Hyderabad,Kolkata,Car,1352.9,1363.533503,12.37,29,25,High,DRV710,Bike,4.6,UPI,Pending,Completed,4.2
9df3ec00,46:27.9,CUST3508,Kolkata,Pune,Car,281.45,265.4708147,2.05,9,15,Medium,DRV504,SUV,4.9,UPI,Pending,Cancelled,3
17414126,07:27.9,CUST6037,Delhi,Pune,Bike,186.11,214.4982141,17.93,10,13,Low,DRV509,Bike,4,Debit Card,Pending,Cancelled,3
38ade46c,16:27.9,CUST7734,Kolkata,Delhi,Auto,1044.2,1116.916217,10.22,6,3,Medium,DRV562,Bike,3.7,UPI,Failed,Cancelled,3
f2394b7d,47:27.9,CUST8924,Ahmedabad,Chennai,Car,183.15,191.4663317,7.02,30,36,Medium,DRV173,Hatchback,5,Debit Card,Failed,No-show,3
ce008751,03:27.9,CUST4085,Mumbai,Pune,Bike,988.88,980.4368481,2.24,38,36,Medium,DRV242,Bike,3,Cash on Delivery,Success,Completed,1.9
eb06fa22,07:27.9,CUST5528,Ahmedabad,Hyderabad,Auto,940.03,954.7392533,9.68,24,25,High,DRV778,Hatchback,3.8,Cash on Delivery,Success,Completed,3.9
27ff463a,42:27.9,CUST4082,Chennai,Delhi,Car,443.59,466.5770099,7.73,39,44,Low,DRV452,Bike,4.6,Credit Card,Pending,Cancelled,3
40408bb3,02:27.9,CUST3484,Delhi,Hyderabad,Auto,1166.86,1205.93372,18.15,21,27,Medium,DRV751,SUV,3.8,UPI,Pending,Completed,3
407fbdfd,46:27.9,CUST6969,Bangalore,Delhi,Auto,1424.13,1415.267118,8.06,43,48,Low,DRV185,Sedan,5,Credit Card,Failed,Completed,4.6
79d647bf,07:27.9,CUST7307,Kolkata,Chennai,Auto,272.97,316.4201244,6.54,25,24,Medium,DRV813,Bike,3.6,UPI,Pending,No-show,3
da9561c1,04:27.9,CUST4172,Kolkata,Bangalore,Auto,945.84,995.2672102,22.75,13,12,High,DRV787,Sedan,3.8,Debit Card,Pending,Cancelled,3
4c3cd7fb,36:27.9,CUST4836,Hyderabad,Delhi,Bike,187.59,234.2061262,1.69,26,26,Low,DRV422,Bike,4.7,UPI,Failed,Cancelled,3
00ec487d,55:27.9,CUST5771,Mumbai,Pune,Car,530.19,606.7494957,11.16,31,40,High,DRV173,Sedan,4.7,Cash on Delivery,Success,Completed,1
b0796f2c,33:27.9,CUST7065,Delhi,Mumbai,Auto,1032.34,1041.486682,8,28,38,Medium,DRV619,Electric,4.7,Debit Card,Pending,Cancelled,3
20418768,22:27.9,CUST5561,Kolkata,Hyderabad,Car,387.53,381.5966478,13.45,40,41,High,DRV493,Sedan,3.4,Debit Card,Success,Completed,3.2
b982b1cd,55:27.9,CUST7920,Ahmedabad,Chennai,Bike,1151.24,1156.963054,12.62,38,37,Medium,DRV860,Bike,3.5,Cash on Delivery,Failed,Completed,2
883249b7,47:27.9,CUST3280,Delhi,Pune,Bike,1193.86,1185.916446,8.2,19,28,Medium,DRV347,Bike,3.8,Cash on Delivery,Pending,Completed,3.3
c1374c68,25:27.9,CUST9989,Chennai,Hyderabad,Auto,883.62,904.6337821,17.9,26,36,High,DRV310,Sedan,4.8,UPI,Pending,Completed,1.3
7a7dbb3e,58:27.9,CUST1432,Ahmedabad,Pune,Bike,513.35,503.4155516,18.03,14,19,High,DRV295,Bike,3.1,Cash on Delivery,Success,Completed,2.7
3e222a60,48:27.9,CUST5812,Mumbai,Ahmedabad,Car,1430.75,1451.649709,4.02,16,16,Medium,DRV998,Bike,3.4,UPI,Pending,Cancelled,3
dc3a6528,39:27.9,CUST3631,Bangalore,Hyderabad,Bike,120.31,140.4290607,1.52,15,23,Low,DRV181,Bike,4.9,UPI,Success,No-show,3
625bc557,48:27.9,CUST4306,Pune,Bangalore,Bike,142.32,201.0100138,4.82,5,13,Low,DRV123,Bike,3.7,Wallet,Pending,Completed,1.5
36a27378,48:27.9,CUST7423,Mumbai,Hyderabad,Auto,516.06,489.7217904,21.15,37,36,Low,DRV245,Electric,4.8,Wallet,Pending,Completed,4.2
92717b4c,30:27.9,CUST3314,Pune,Mumbai,Auto,1368.79,1432.948713,6.85,39,48,High,DRV575,Electric,3.5,Debit Card,Failed,Cancelled,3
13bff613,45:27.9,CUST3666,Delhi,Ahmedabad,Car,339.2,318.0485016,10.56,14,19,Medium,DRV319,SUV,3.2,Cash on Delivery,Pending,Completed,2.2
a3efb306,21:27.9,CUST4706,Delhi,Kolkata,Bike,1306.41,1335.80281,5.36,8,16,Medium,DRV675,Bike,3.9,UPI,Success,Cancelled,3
46a47066,10:27.9,CUST8118,Mumbai,Delhi,Bike,1312.93,1331.009928,19.46,35,37,Low,DRV428,Bike,3.3,Debit Card,Success,No-show,3
7cd7c8b8,38:27.9,CUST7181,Hyderabad,Pune,Auto,498.07,538.1917723,18.06,25,31,Medium,DRV886,Hatchback,4,Credit Card,Failed,Completed,1.5
1bd38923,21:27.9,CUST6930,Ahmedabad,Chennai,Bike,542.67,574.2916708,15.24,32,39,Low,DRV951,Bike,4.2,Credit Card,Failed,Completed,3.5
dfbdc229,34:27.9,CUST7269,Mumbai,Ahmedabad,Bike,908.91,973.5459662,14.49,40,35,Low,DRV910,Bike,4.4,Cash on Delivery,Pending,Cancelled,3
ad2250b8,14:27.9,CUST9595,Bangalore,Delhi,Auto,767.07,741.3390128,18.12,33,40,High,DRV753,SUV,4.3,Credit Card,Pending,No-show,3
39dbf589,50:27.9,CUST1943,Ahmedabad,Chennai,Auto,897.75,870.8522314,9.25,44,41,High,DRV191,Bike,3.4,Credit Card,Success,Completed,4.5
3a623185,49:27.9,CUST7852,Ahmedabad,Mumbai,Car,237.75,310.8378441,2.63,18,15,Low,DRV498,SUV,4.3,Wallet,Failed,No-show,3
a2844c3c,54:27.9,CUST7560,Chennai,Delhi,Auto,1257.2,1232.022593,1.6,30,33,Medium,DRV888,Sedan,3.8,UPI,Failed,No-show,3
04a16704,23:27.9,CUST8141,Hyderabad,Kolkata,Bike,550.96,566.9026042,9.44,35,31,Low,DRV111,Bike,3.4,Credit Card,Failed,No-show,3
7d1fcdad,18:27.9,CUST6430,Bangalore,Hyderabad,Bike,996.14,1075.197295,11.17,16,14,High,DRV750,Bike,3.3,Cash on Delivery,Pending,Cancelled,3
625667d8,50:27.9,CUST8780,Delhi,Mumbai,Auto,504.43,488.4087091,12.93,15,24,Low,DRV831,Hatchback,3.8,UPI,Failed,Cancelled,3
296bb032,56:27.9,CUST3252,Chennai,Bangalore,Auto,139.53,181.5447856,22.73,12,14,Medium,DRV342,SUV,3.7,Debit Card,Failed,Cancelled,3
0e59bdfd,41:27.9,CUST6096,Mumbai,Hyderabad,Car,1102.78,1109.954249,19.71,22,27,High,DRV400,Hatchback,3.7,Debit Card,Failed,Completed,3.4
89769cfc,28:27.9,CUST6801,Chennai,Hyderabad,Bike,747.47,755.0590577,11.11,22,32,Medium,DRV220,Bike,3,Debit Card,Pending,Completed,1.9
a2cfe62f,14:27.9,CUST5478,Pune,Bangalore,Car,526.67,510.9380371,14.25,36,41,High,DRV141,SUV,4.2,UPI,Pending,Cancelled,3
7a1bd292,48:27.9,CUST6586,Mumbai,Chennai,Auto,1017.6,1050.870762,18.1,22,32,Medium,DRV251,Bike,3.5,Debit Card,Failed,Cancelled,3
9ce07cc0,56:27.9,CUST2499,Kolkata,Delhi,Car,371.17,387.9238799,8.3,41,38,High,DRV457,Electric,4,Credit Card,Pending,No-show,3
cfa289ee,00:27.9,CUST6431,Delhi,Kolkata,Bike,105.05,80.9046096,7.72,26,34,Low,DRV647,Bike,3.8,UPI,Failed,No-show,3
4c9b2c57,27:27.9,CUST5655,Pune,Mumbai,Auto,163.83,174.6314599,8.67,41,43,Medium,DRV674,SUV,4.7,Debit Card,Pending,Cancelled,3
063ec524,15:27.9,CUST7485,Chennai,Delhi,Auto,887.21,902.3164537,4.84,41,44,Low,DRV416,Hatchback,3.5,UPI,Pending,Completed,4.7
d570ff4a,58:27.9,CUST2711,Hyderabad,Chennai,Car,664.45,701.0519659,12.34,39,44,Low,DRV828,Electric,4.8,UPI,Success,No-show,3
2b22d547,34:27.9,CUST9601,Hyderabad,Ahmedabad,Bike,690.89,729.1998329,4.01,41,40,Medium,DRV119,Bike,3,Credit Card,Failed,Cancelled,3
e72df4e0,08:27.9,CUST6455,Mumbai,Delhi,Car,855.39,833.5499314,18.8,42,42,High,DRV608,Bike,3.3,UPI,Pending,Cancelled,3
4fdc6b49,28:27.9,CUST9012,Chennai,Pune,Car,847.04,863.5411056,14.19,15,12,Medium,DRV912,Sedan,3.8,UPI,Success,No-show,3
11289ee6,06:27.9,CUST9948,Chennai,Delhi,Auto,1409.46,1449.497414,23.35,31,31,High,DRV146,Electric,4.2,Credit Card,Success,Cancelled,3
d715df67,59:27.9,CUST9357,Pune,Delhi,Car,668.79,691.5170957,20.31,16,23,Medium,DRV805,Sedan,3.1,Cash on Delivery,Pending,Completed,3.3
f13bcda9,21:27.9,CUST7960,Hyderabad,Delhi,Bike,297.49,306.5264959,7.04,30,36,Low,DRV494,Bike,3.2,Wallet,Failed,Completed,3.4
c735c8a8,47:27.9,CUST2733,Kolkata,Hyderabad,Car,605.45,612.8606057,16.65,39,35,Medium,DRV998,Sedan,3.9,Credit Card,Success,Cancelled,3
062d5962,14:27.9,CUST5789,Kolkata,Bangalore,Car,768.93,763.4602325,4.51,12,7,Medium,DRV794,Electric,3.4,Credit Card,Pending,No-show,3
9.88E+27,41:27.9,CUST6217,Mumbai,Delhi,Car,300.04,274.3773671,17.42,10,8,Low,DRV901,Sedan,3.9,Wallet,Pending,No-show,3
c758b918,32:27.9,CUST4420,Chennai,Mumbai,Bike,569.26,562.0096994,3.22,5,6,Low,DRV351,Bike,3.1,Debit Card,Pending,Completed,4
ba4a24b4,18:27.9,CUST6401,Ahmedabad,Bangalore,Auto,867.38,916.3036211,12.08,42,37,High,DRV612,Electric,3,Credit Card,Pending,Cancelled,3
1245aeae,00:27.9,CUST7400,Kolkata,Ahmedabad,Auto,239.61,243.4228567,3.96,27,32,Medium,DRV849,Electric,4.7,Credit Card,Failed,Completed,2.3
241b9a75,42:27.9,CUST7038,Chennai,Pune,Car,1334.92,1383.183861,12.5,21,20,Low,DRV799,Electric,3.1,Debit Card,Failed,Cancelled,3
9167811a,04:27.9,CUST4290,Ahmedabad,Mumbai,Car,432.44,503.7189041,4.28,36,44,Low,DRV328,Electric,4.7,Cash on Delivery,Failed,Completed,2.3
1b65ecb2,56:27.9,CUST5852,Ahmedabad,Mumbai,Auto,987.92,1045.364494,16.08,21,23,High,DRV762,Bike,3.2,Credit Card,Failed,Completed,3
6432064f,17:27.9,CUST4796,Ahmedabad,Bangalore,Auto,1447.33,1474.967576,13.04,43,47,Low,DRV992,Hatchback,3.6,Wallet,Pending,Cancelled,3
cf8bed74,06:27.9,CUST9716,Hyderabad,Mumbai,Auto,596.86,568.9894272,10.88,43,49,High,DRV940,Bike,4.9,Credit Card,Pending,No-show,3
